normalize_text,emotion,source,skor
aku yakin kita bisa melewati semua ini karena kita saling percaya,trust,huggingface,
marah banget target yang diberikan terlalu tinggi dan tidak mungkin dicapai,anger,huggingface,
takut banget sama semua ini rasanya tidak tahu lagi harus bagaimana,fear,huggingface,
tidak tahan lagi sama frustrasi yang datang setiap kali mau ngelanjutin hobiku,anger,huggingface,
marah banget karena setiap kali mau fokus sama hobiku ada aja yang mengganggu,anger,huggingface,
aku percaya kita bisa menghadapi setiap tantangan yang ada di depan,trust,huggingface,
nemu puntung rokok di gelas kopi,disgust,huggingface,
udah kasih yang terbaik tapi tetap aja gak berhasil,sadness,huggingface,
aku bahagia karena bisa makan makanan tradisional yang lezat,joy,huggingface,
aku takut kehilangan semuanya rasanya seperti sedang berada di tepi jurang,fear,huggingface,
tidak bisa konsentrasi karena terus mikirin momen besar yang semakin dekat,anticipation,huggingface,
tidak habis pikir kenapa hidup selalu kasih cobaan bertubitubi,anger,huggingface,
aku merasa sangat takut setiap kali harus memulai sesuatu yang baru,fear,huggingface,
rasanya bahagia ketika bisa menikmati waktu sendiri untuk merenung dan beristirahat,joy,huggingface,
nginjek tai ayam pas lagi jalan di kampung,disgust,huggingface,
gak ada lagi senyuman ibu yang selalu bikin tenang di harihariku,sadness,huggingface,
bekerja dengan rekanrekan yang menyenangkan bikin aku merasa sangat bahagia,joy,huggingface,
rasanya bahagia banget bisa membuka skin baru di game battle royale,joy,huggingface,
rasanya mau langsung lompat ke besok biar tahu hasilnya,anticipation,huggingface,
setiap keputusan yang kita buat adalah hasil dari kepercayaan ini,trust,huggingface,
aku merasa sangat puas bisa menikmati makanan dengan porsi yang pas,joy,huggingface,
gugup tiap detik karena nunggu kabar yang sangat penting,anticipation,huggingface,
rasanya dunia ini gak pernah adil buat orangorang yang gak punya apaapa,sadness,huggingface,
mengerjakan tugas dalam waktu yang singkat tapi efektif bikin aku merasa bahagia,joy,huggingface,
ingin langsung lompat ke besok biar rasa penasaran ini cepat selesai,anticipation,huggingface,
aku takut masa depan rasanya tidak ada yang pasti sekarang,fear,huggingface,
aku merasa bahagia banget ketika bisa menyelesaikan pekerjaan lebih awal,joy,huggingface,
gak ada yang lebih kejam daripada dunia yang melupakan kebaikan,sadness,huggingface,
tidak habis pikir kenapa aku selalu dapat tim yang tidak kompak di mode multiplayer,anger,huggingface,
rasa takut ini seperti terus menghantui setiap saat bahkan ketika aku mencoba rileks,fear,huggingface,
melihat ketidakadilan terjadi di depan mata bikin hati ini gak tenang,sadness,huggingface,
ingin banget ada yang sayang tanpa harus aku minta terus,sadness,huggingface,
bermain tenis dengan temanteman bikin aku merasa bahagia,joy,huggingface,
takut buat mencoba lagi karena takut gagal seperti sebelumnya,fear,huggingface,
semakin dekat deadline semakin tidak sabar buat lihat hasilnya,anticipation,huggingface,
marah banget karena buku ini terlalu repetitif tidak ada perkembangan yang signifikan,anger,huggingface,
tidak bisa fokus sama yang lain karena pikiran terus ke hal yang aku tunggutunggu,anticipation,huggingface,
aku merasa bahagia karena bisa belajar hal baru yang aku minati,joy,huggingface,
tidak tahan lagi sama plot hole yang ada di sepanjang buku ini,anger,huggingface,
aku merasa sangat takut setiap kali harus menghadapi masa depan,fear,huggingface,
kebahagiaan itu adalah ketika bisa merasakan ketenangan hati di tengah hiruk pikuk kehidupan,joy,huggingface,
setiap tindakanmu selalu menunjukkan betapa besarnya rasa percayaku padamu,trust,huggingface,
tidak habis pikir kenapa aku selalu harus melakukan pekerjaan yang bukan bagianku,anger,huggingface,
kenapa ya orang masih buang sampah di sungai bikin jijik banget,disgust,huggingface,
kebahagiaan adalah saat melihat langit malam yang penuh bintang,joy,huggingface,
aku bahagia karena bisa menyelesaikan deadline kerja dengan hasil yang memuaskan,joy,huggingface,
semua terasa hampa sejak kepergiannya,sadness,huggingface,
tidak sabar buat menjalani puasa dan ibadah di hari suci yang akan datang,anticipation,huggingface,
setiap keputusan yang kamu buat selalu didasari oleh rasa cinta,trust,huggingface,
rasanya ingin cepat menjalani hari penuh doa dan refleksi ini,anticipation,huggingface,
tidak sabar buat berbagi kebahagiaan dan pengampunan di hari suci yang akan datang,anticipation,huggingface,
merasa tenang karena tahu kamu selalu bisa diandalkan dalam situasi sulit,trust,huggingface,
aku merasa bahagia ketika bisa menyelesaikan semua pekerjaan sebelum tenggat waktu,joy,huggingface,
rasanya takut kalau keputusan ini benerbener bisa mengubah hidupku,fear,huggingface,
bahagia itu ketika bisa mendengarkan cerita lucu dari sahabat yang bikin tertawa,joy,huggingface,
marah banget karena setiap kali aku coba memperbaiki hidup selalu ada masalah baru yang muncul,anger,huggingface,
rasanya sakit banget ketika apa yang aku impikan gagal terwujud,sadness,huggingface,
aku tidak tahan sama kondisi kamar yang bau dan tidak pernah dibersihkan,disgust,huggingface,
aku percaya kamu akan terus berusaha yang terbaik untuk kita berdua,trust,huggingface,
kebahagiaan adalah ketika bisa berjalanjalan di alam bebas dan merasakan segarnya udara,joy,huggingface,
setiap pengalaman bersamamu mengajarkan arti sebenarnya dari kepercayaan,trust,huggingface,
tinggal beberapa hari lagi sampai momen yang paling aku tunggutunggu,anticipation,huggingface,
selalu memberikan yang terbaik buat orang lain tapi gak pernah dapat balasan yang sama,sadness,huggingface,
rasanya terjebak dalam lingkaran masalah keuangan yang gak ada ujungnya,sadness,huggingface,
aku yakin dengan keputusan yang kita ambil bersama karena kita saling percaya,trust,huggingface,
ingin banget tahu kejutan apa yang dia siapkan buat hari spesial kita,anticipation,huggingface,
setiap detik bersamamu membuatku semakin yakin pada hubungan ini,trust,huggingface,
rasanya bahagia bisa menyelesaikan tugas yang sempat tertunda berharihari,joy,huggingface,
kadang rasa takut itu datang tibatiba seperti ada yang salah tapi tidak tahu apa,fear,huggingface,
setiap momen bersamamu adalah pengingat betapa berharganya kepercayaan ini,trust,huggingface,
aku tahu kita bisa saling menguatkan dalam setiap situasi,trust,huggingface,
gak pernah nyangka akan dikhianati oleh orang yang aku anggap sahabat,sadness,huggingface,
kebahagiaan itu adalah ketika bisa makan makanan favorit setelah lama menantikannya,joy,huggingface,
takut bikin keputusan yang salah tapi kalau tidak coba mana tahu hasilnya,fear,huggingface,
tidak tahan lagi sama barang ini yang terusterusan bermasalah sejak dibeli,anger,huggingface,
setiap hari perasaan cemas ini semakin besar aku merasa tidak aman,fear,huggingface,
aku merasa bahagia ketika bisa menikmati momen bersama teman tanpa terburuburu,joy,huggingface,
setiap tindakanmu menunjukkan betapa berharganya kepercayaan ini,trust,huggingface,
aku merasa bersyukur bisa mempercayakan hidupku padamu,trust,huggingface,
tidak sabar buat merasakan ketenangan hati di hari yang penuh makna ini,anticipation,huggingface,
rasa takut selalu muncul setiap kali harus ambil keputusan penting,fear,huggingface,
rasa takut bikin aku selalu ragu buat melangkah lebih jauh,fear,huggingface,
rasanya gugup nunggu bahanbahan craft yang aku pesan sampai,anticipation,huggingface,
denger cerita orang tentang pengalaman joroknya,disgust,huggingface,
kenapa ada orang yang ngebuang sampah di tempat umum bikin kesel dan jijik,disgust,huggingface,
marah banget karena hobi yang seharusnya bikin senang malah bikin stres,anger,huggingface,
aku yakin kita akan selalu menemukan cara untuk saling mendukung,trust,huggingface,
lihat sampah berserakan di trotoar bikin jijik,disgust,huggingface,
gugup setiap kali memikirkan bagaimana perubahan ini akan membawa pengaruh besar,anticipation,huggingface,
rasanya frustrasi karena keinginan yang aku punya selalu berakhir dengan kekecewaan,anger,huggingface,
kesel banget kenapa kerjaan aku selalu dicompare sama yang lain,anger,huggingface,
tidak habis pikir kenapa buku ini harus berakhir dengan cara yang terlalu klise dan mudah ditebak,anger,huggingface,
berlari di pagi hari sambil mendengarkan musik favorit bikin hati ini senang,joy,huggingface,
tidak tahu kenapa tapi rasanya seperti ada sesuatu yang salah aku takut,fear,huggingface,
rasa takut ini begitu besar hingga aku merasa sulit untuk berpikir jernih,fear,huggingface,
semakin dekat dengan perubahan semakin senang tapi juga sedikit cemas,anticipation,huggingface,
setiap langkah kecil yang kita ambil adalah bentuk komitmen kita,trust,huggingface,
marah banget karena setiap kali aku berusaha hasilnya selalu gagal jauh dari keinginan,anger,huggingface,
jijik banget lihat orang yang tidak cuci tangan setelah makan,disgust,huggingface,
rasanya gak pernah siap kehilangan hubungan yang udah aku perjuangkan selama ini,sadness,huggingface,
jijik banget lihat lantai yang penuh dengan minyak bekas masakan,disgust,huggingface,
tidak sabar buat merasakan suasana spiritual yang sangat menenangkan di hari suci ini,anticipation,huggingface,
kesel banget karena kamu lebih peduli sama opini orang lain daripada aku,anger,huggingface,
kesel maksimal karena setiap kali aku berharap keinginan ini terwujud selalu ada yang menghalangi,anger,huggingface,
aku percaya kita akan menemukan jalan terbaik untuk hubungan ini,trust,huggingface,
setiap kali aku melihatmu aku merasa yakin bahwa kepercayaan ini tidak salah,trust,huggingface,
gugup setiap kali membayangkan hari besar yang akan segera tiba,anticipation,huggingface,
kadang mikir kenapa dunia ini begitu kejam pada orang yang berusaha baik,sadness,huggingface,
aku jijik banget lihat orang tidak cuci tangan sebelum makan,disgust,huggingface,
tidak ngerti kenapa orang masih buang sampah sembarangan di jalan,disgust,huggingface,
kesel banget dunia ini selalu memberi tempat bagi orang yang melakukan korupsi dan penindasan,anger,huggingface,
aku yakin kamu akan selalu ada saat aku membutuhkannya,trust,huggingface,
gak ada yang lebih menyakitkan daripada mengetahui orang yang kamu percayai justru menghancurkanmu,sadness,huggingface,
jijik banget lihat orang yang tidak peduli sama kebersihan dirinya,disgust,huggingface,
aku percaya kamu akan selalu membimbingku menuju yang terbaik,trust,huggingface,
ketakutan ini begitu besar hingga aku tidak bisa menjalani hidup dengan tenang,fear,huggingface,
bahagia itu ketika bisa menyaksikan sunset di pantai dengan angin yang sejuk,joy,huggingface,
aku merasa sangat jijik dengan cara orang ini memperlakukan keluarganya di tempat umum,disgust,huggingface,
marah banget karena udah capek banget tapi hasilnya tidak sesuai ekspektasi,anger,huggingface,
ngerasa kecewa sama diri sendiri kenapa semuanya salah terus,sadness,huggingface,
jijik lihat orang yang makan dengan tangan kotor tanpa mencuci tangan,disgust,huggingface,
bekerja dengan tim yang kompak bikin harihariku di kantor penuh kebahagiaan,joy,huggingface,
hari ini ngerasa gak ada yang peduli gak ada yang mengerti,sadness,huggingface,
marah banget karena konflik di buku ini tidak ada penyelesaiannya,anger,huggingface,
aku tidak paham kenapa orang suka meludah di jalan bikin jijik banget,disgust,huggingface,
rasanya bahagia banget bisa mencoba resep kue baru di dapur,joy,huggingface,
aku tidak paham bagaimana orang bisa hidup di tempat sekotor ini,disgust,huggingface,
rasa takut ini membuatku merasa seperti tidak ada yang bisa aku percaya,fear,huggingface,
rasanya ingin cepat nyobain alat musik yang baru aku beli,anticipation,huggingface,
terkadang ngerasa putus asa gak tau lagi bagaimana cara buat bisa cukup uang buat keluarga,sadness,huggingface,
hargaharga naik tapi gaji gak nambah rasanya semakin terjepit,sadness,huggingface,
sering banget takut buat bilang tidak takut nanti orang tersinggung,fear,huggingface,
takut kalau yang aku lakukan tidak sesuai harapan terus semua jadi siasia,fear,huggingface,
setiap keputusan yang kamu buat selalu menunjukkan bahwa aku bisa percaya padamu,trust,huggingface,
ingin banget percaya lagi tapi pengkhianatan ini terlalu menyakitkan untuk dilupakan,sadness,huggingface,
aku merasa sangat bahagia bisa kembali bermain basket dengan temanteman,joy,huggingface,
tidak tahan lihat lantai yang penuh dengan sampah di stasiun,disgust,huggingface,
mencoba resep baru di dapur selalu bikin aku merasa bahagia,joy,huggingface,
gak tau kenapa dunia ini selalu menyakiti orangorang yang gak bersalah,sadness,huggingface,
tidak tahan lagi sama dunia yang lebih menghargai popularitas daripada integritas,anger,huggingface,
marah banget karena kontrol game ini sering ngaco di momen penting,anger,huggingface,
tidak tahan lagi sama beban kerja yang terus meningkat tanpa kompensasi yang layak,anger,huggingface,
semua yang udah aku bangun runtuh karena satu kegagalan,sadness,huggingface,
bahagia itu ketika bisa tidur nyenyak setelah hari yang penuh kegiatan,joy,huggingface,
kita telah melalui banyak hal dan rasa percayaku padamu tidak pernah pudar,trust,huggingface,
aku takut semua ini akan berakhir dengan lebih banyak rasa sakit daripada kebahagiaan,fear,huggingface,
kesel banget semua kerja keras jadi siasia cuma karena satu kesalahan,anger,huggingface,
bahagia itu adalah ketika bisa menemukan keberanian untuk mencoba hal baru,joy,huggingface,
takut mengambil risiko karena takut gagal bikin semuanya jadi lebih buruk,fear,huggingface,
gugup banget nunggu kejutan yang dia bilang akan kasih malam ini,anticipation,huggingface,
aku merasa bahagia bisa berjalan kaki di taman sambil menikmati pemandangan alam,joy,huggingface,
rasanya seperti selalu ada ancaman yang tidak terlihat membuatku takut,fear,huggingface,
bikin frustasi banget kenapa hal yang seharusnya mudah jadi ribet begini,anger,huggingface,
tidak tahan lagi sama barang ini yang kualitasnya jauh di bawah standar,anger,huggingface,
aku tidak tahu harus bagaimana lagi rasa takut ini tidak bisa hilang,fear,huggingface,
kepercayaan ini adalah kekuatan yang membuat hubungan kita semakin erat,trust,huggingface,
aku jijik banget lihat makanan sisa yang dibiarkan di meja,disgust,huggingface,
tidak tahan lagi sama rapat yang tidak produktif dan cuma buang waktu,anger,huggingface,
aku gak pernah siap menghadapi kegagalan sebesar ini,sadness,huggingface,
tempat umum yang tidak terawat seperti ini benarbenar memalukan,disgust,huggingface,
aku percaya kita akan terus maju karena kamu selalu ada di sisiku,trust,huggingface,
aku merasa sangat bahagia karena bisa makan malam spesial di restoran mewah,joy,huggingface,
gak tau kapan bisa lepas dari tekanan ekonomi yang terus menghimpit,sadness,huggingface,
kesel maksimal udah nunggu lama tapi hasilnya benarbenar mengecewakan,anger,huggingface,
serius  kondisi kamar ini tidak layak buat tidur super kotor dan bau,disgust,huggingface,
