normalize_text;teks_no_stop;teks_final;label;label_id
aku tidak tahan sama kondisi kantor yang tidak pernah dibersihkan penuh debu di manamana;aku tahan sama kondisi kantor tidak pernah dibersihkan penuh debu manamana;aku tahan sama kondisi kantor tidak pernah bersih penuh debu manamana;disgust;2
sulit menjalani harihari tanpa dia di sini;sulit menjalani harihari dia sini;sulit jalan harihari dia sini;sadness;5
marah banget kenapa kesalahan kecil bisa menghancurkan segalanya;marah banget kesalahan kecil menghancurkan segalanya;marah banget salah kecil hancur segala;anger;0
kesel banget karena twist di akhir malah ngerusak semua yang udah dibangun sebelumnya;kesel banget twist akhir malah ngerusak semua sudah dibangun sebelumnya;kesel banget twist akhir malah ngerusak semua sudah bangun belum;anger;0
gak ada yang lebih menyedihkan daripada hidup di dunia yang penuh kebohongan dan kekejaman;ada lebih menyedihkan hidup dunia penuh kebohongan kekejaman;ada lebih sedih hidup dunia penuh bohong kejam;sadness;5
kepercayaan ini menguatkan komitmen kita untuk selalu bersama;kepercayaan menguatkan komitmen untuk selalu bersama;percaya kuat komitmen untuk selalu sama;trust;6
rasanya tidak sabar buat ngobrol dan ketawa bareng dia lagi;rasanya sabar buat ngobrol ketawa bareng lagi;rasa sabar buat ngobrol ketawa bareng lagi;anticipation;1
makan hidangan pedas favorit bikin aku merasa bahagia dan puas;makan hidangan pedas favorit membuat aku merasa bahagia puas;makan hidang pedas favorit buat aku rasa bahagia puas;joy;4
rasanya makin hari makin berat gak ada ruang buat bernapas karena masalah ekonomi;rasanya makin hari makin berat ada ruang buat bernapas masalah ekonomi;rasa makin hari makin berat ada ruang buat napas masalah ekonomi;sadness;5
gak ada yang lebih menyakitkan daripada menjadi korban ketidakadilan;ada lebih menyakitkan menjadi korban ketidakadilan;ada lebih sakit jadi korban ketidakadilan;sadness;5
serius kenapa ada orang yang tidak peduli sama kebersihan kamarnya;serius ada orang tidak peduli sama kebersihan kamarnya;serius ada orang tidak peduli sama bersih kamar;disgust;2
aku takut bahwa semua yang aku impikan tidak akan pernah menjadi kenyataan;aku takut semua aku impikan akan pernah menjadi kenyataan;aku takut semua aku impi akan pernah jadi nyata;fear;3
jijik lihat lantai kamar mandi umum yang penuh lumut;jijik lihat lantai kamar mandi umum penuh lumut;jijik lihat lantai kamar mandi umum penuh lumut;disgust;2
gugup nunggu evaluasi performa triwulan semoga hasilnya memuaskan;gugup nunggu evaluasi performa triwulan semoga hasilnya memuaskan;gugup nunggu evaluasi performa triwulan moga hasil muas;anticipation;1
rasanya gugup banget nunggu apakah perubahan ini akan sukses atau tidak;rasanya gugup banget nunggu perubahan akan sukses tidak;rasa gugup banget nunggu ubah akan sukses tidak;anticipation;1
rasa percaya ini adalah dasar dari semua yang kita bangun bersama;rasa percaya adalah dasar semua kita bangun bersama;rasa percaya adalah dasar semua kita bangun sama;trust;6
kadang ngerasa hubungan ini terlalu sulit untuk dipahami;kadang ngerasa hubungan terlalu sulit dipahami;kadang ngerasa hubung terlalu sulit paham;sadness;5
rasanya ingin cepat mewujudkan keinginan yang sudah lama aku impikan;rasanya cepat mewujudkan keinginan sudah lama aku impikan;rasa cepat wujud ingin sudah lama aku impi;anticipation;1
rasanya ingin cepat merasakan ketenangan jiwa di hari suci ini;rasanya cepat merasakan ketenangan jiwa hari suci;rasa cepat rasa tenang jiwa hari suci;anticipation;1
tidak tahan lagi sama frustrasi yang terus muncul setiap kali ngejalanin hobiku;tahan sama frustrasi terus muncul kali ngejalanin hobiku;tahan sama frustrasi terus muncul kali ngejalanin hobi;anger;0
rasa takut ini seperti menghantui setiap keputusan yang aku buat;rasa takut seperti menghantui keputusan aku buat;rasa takut seperti hantu putus aku buat;fear;3
rasanya seperti mimpi buruk yang gak pernah berakhir;rasanya mimpi buruk tidak pernah berakhir;rasa mimpi buruk tidak pernah akhir;sadness;5
aku percaya kita bisa mengatasi semua masalah dengan komunikasi yang baik;aku percaya bisa mengatasi semua masalah komunikasi baik;aku percaya bisa atas semua masalah komunikasi baik;trust;6
kesel banget karena orang lain bisa capai keinginan mereka tapi aku selalu gagal;kesel banget orang bisa capai keinginan tapi aku selalu gagal;kesel banget orang bisa capai ingin tapi aku selalu gagal;anger;0
tidak habis pikir kenapa konflik utama di buku ini diselesaikan dengan cara yang tidak memuaskan;habis pikir konflik utama buku diselesaikan cara tidak memuaskan;habis pikir konflik utama buku selesai cara tidak muas;anger;0
kebahagiaan itu saat melihat hasil dari kerja keras yang selama ini diupayakan;kebahagiaan saat melihat hasil kerja keras selama diupayakan;bahagia saat lihat hasil kerja keras lama upaya;joy;4
semakin dekat sama hari besar rasanya makin gugup dan senang;semakin dekat sama hari besar rasanya makin gugup senang;makin dekat sama hari besar rasa makin gugup senang;anticipation;1
perasaan percaya ini membuat semua tantangan jadi terasa lebih ringan;perasaan percaya membuat semua tantangan jadi terasa lebih ringan;asa percaya buat semua tantang jadi asa lebih ringan;trust;6
aku merasa bahagia saat bisa melihat pelangi setelah hujan deras;aku merasa bahagia bisa melihat pelangi hujan deras;aku rasa bahagia bisa lihat pelangi hujan deras;joy;4
marah banget karena selalu disalahkan untuk kesalahan yang bukan aku buat;marah banget selalu disalahkan kesalahan bukan aku buat;marah banget selalu salah salah bukan aku buat;anger;0
kesel banget karena kualitas barang ini tidak sesuai harga yang aku bayarkan;kesel banget kualitas barang tidak sesuai harga aku bayarkan;kesel banget kualitas barang tidak sesuai harga aku bayar;anger;0
tidak sabar buat pelukan pertama setelah lama tidak ketemu;sabar buat pelukan pertama lama ketemu;sabar buat peluk pertama lama ketemu;anticipation;1
kenapa ya ada orang yang tidak pernah ganti sprei kasur bikin jijik;ya orang tidak pernah ganti sprei kasur membuat jijik;ya orang tidak pernah ganti sprei kasur buat jijik;disgust;2
rasanya waktu berjalan lambat banget karena aku terus nunggu dia;rasanya waktu berjalan lambat banget aku terus nunggu;rasa waktu jalan lambat banget aku terus nunggu;anticipation;1
aku tidak paham kenapa orang bisa cuek dengan kondisi kamar mereka yang super kotor;aku paham orang cuek kondisi kamar yang super kotor;aku paham orang cuek kondisi kamar yang super kotor;disgust;2
aku yakin kita bisa menghadapi semua ini bersama;aku yakin bisa menghadapi semua bersama;aku yakin bisa hadap semua sama;trust;6
aku bahagia karena bisa menyelesaikan semua tantangan dengan baik hari ini;aku bahagia bisa menyelesaikan semua tantangan baik hari;aku bahagia bisa selesai semua tantang baik hari;joy;4
ketidakadilan ini bikin aku mulai meragukan arti keadilan itu sendiri;ketidakadilan membuat aku mulai meragukan arti keadilan sendiri;ketidakadilan buat aku mulai ragu arti adil sendiri;sadness;5
rasanya bahagia banget bisa menikmati hari tanpa beban dan kekhawatiran;rasanya bahagia banget menikmati hari beban kekhawatiran;rasa bahagia banget nikmat hari beban khawatir;joy;4
kepercayaan ini adalah kekuatan yang menggerakkan kita menuju tujuan yang lebih besar;kepercayaan adalah kekuatan menggerakkan menuju tujuan lebih besar;percaya adalah kuat gerak tuju tuju lebih besar;trust;6
gugup nunggu evaluasi performa bulan ini semoga hasilnya bagus;gugup nunggu evaluasi performa bulan semoga hasilnya bagus;gugup nunggu evaluasi performa bulan moga hasil bagus;anticipation;1
setiap kali ngelihat jam rasanya makin tidak sabar nunggu besok;kali ngelihat jam rasanya makin sabar nunggu besok;kali ngelihat jam rasa makin sabar nunggu besok;anticipation;1
rasanya gugup banget buat ketemu dia setelah sekian lama;rasanya gugup banget buat ketemu setelah sekian lama;rasa gugup banget buat ketemu telah sekian lama;anticipation;1
aku merasa sangat takut setiap kali harus menghadapi kenyataan yang sulit;aku merasa sangat takut kali menghadapi kenyataan sulit;aku rasa sangat takut kali hadap nyata sulit;fear;3
tidak bisa tenang sama sekali menunggu jawaban penting yang mungkin keluar kapan saja;bisa tenang sama sekali menunggu jawaban penting mungkin keluar kapan;bisa tenang sama sekali tunggu jawab penting mungkin keluar kapan;anticipation;1
tidak bisa sabar lagi nunggu hasil evaluasi yang akan keluar minggu ini;bisa sabar nunggu hasil evaluasi akan keluar minggu;bisa sabar nunggu hasil evaluasi akan keluar minggu;anticipation;1
tidak tahan lagi dengan kenyataan bahwa keinginan ini kayaknya tidak mungkin tercapai;tahan dengan kenyataan keinginan kayaknya mungkin tercapai;tahan dengan nyata ingin kayak mungkin capai;anger;0
tidak habis pikir kenapa barang ini punya banyak cacat produksi tapi tetap dijual;habis pikir barang punya banyak cacat produksi tetap dijual;habis pikir barang punya banyak cacat produksi tetap jual;anger;0
setiap pengalaman bersamamu membangun kepercayaan ini semakin dalam;pengalaman bersamamu membangun kepercayaan semakin;alam sama bangun percaya makin;trust;6
rasanya bahagia bisa menikmati camilan sore sambil ngobrol santai dengan temanteman;rasanya bahagia menikmati camilan sore ngobrol santai temanteman;rasa bahagia nikmat camil sore ngobrol santai temanteman;joy;4
tidak tahu lagi harus bagaimana hari ini cuma bikin kesel terus;tahu harus bagaimana hari cuma membuat kesel terus;tahu harus bagaimana hari cuma buat kesel terus;anger;0
kebahagiaan adalah ketika bisa tertawa lepas tanpa memikirkan masalah yang ada;kebahagiaan ketika tertawa lepas memikirkan masalah ada;bahagia ketika tertawa lepas pikir masalah ada;joy;4
tidak ada ragu sedikit pun aku sepenuhnya percaya padamu;ada ragu sedikit aku sepenuhnya percaya padamu;ada ragu sedikit aku sepenuh percaya pada;trust;6
mengerjakan tugas sambil menikmati suasana tenang bikin aku merasa bahagia;mengerjakan tugas menikmati suasana tenang membuat aku merasa bahagia;kerja tugas nikmat suasana tenang buat aku rasa bahagia;joy;4
rasanya hancur ketika semua pengorbanan gak membuahkan hasil;rasanya hancur semua pengorbanan membuahkan hasil;rasa hancur semua korban buah hasil;sadness;5
semua orang bilang sabar tapi rasanya berat banget hidup dengan kondisi keuangan seperti ini;semua orang bilang sabar rasanya berat banget hidup kondisi keuangan ini;semua orang bilang sabar rasa berat banget hidup kondisi uang ini;sadness;5
kebiasaan orang membuang puntung rokok sembarangan sangat tidak sopan;kebiasaan orang membuang puntung rokok sembarangan sangat sopan;biasa orang buang puntung rokok sembarang sangat sopan;disgust;2
aku merasa sangat bahagia ketika proyek yang aku tangani berjalan dengan lancar;aku merasa sangat bahagia proyek aku tangani berjalan lancar;aku rasa sangat bahagia proyek aku tangan jalan lancar;joy;4
gugup banget nunggu langkah terakhir menuju keinginanku;gugup banget nunggu langkah terakhir menuju keinginanku;gugup banget nunggu langkah akhir tuju ingin;anticipation;1
gugup nunggu momen indah saat semuanya terasa lebih bermakna di hari suci;gugup nunggu momen indah semuanya terasa lebih bermakna hari suci;gugup nunggu momen indah semua asa lebih makna hari suci;anticipation;1
rasa takut ini membuatku merasa sangat kecil dan tidak berarti;rasa takut membuatku merasa sangat kecil tidak berarti;rasa takut buat rasa sangat kecil tidak arti;fear;3
setiap hari melihat kejahatan yang gak ada habisnya di dunia ini bikin hati ini sakit;hari melihat kejahatan tidak habisnya dunia membuat hati sakit;hari lihat jahat tidak habis dunia buat hati sakit;sadness;5
aku tidak pernah merasa ragu karena kepercayaan ini sudah terjalin kuat;aku pernah merasa ragu kepercayaan sudah terjalin kuat;aku pernah rasa ragu percaya sudah jalin kuat;trust;6
kepercayaanmu membuatku merasa diberdayakan dan lebih yakin pada diriku sendiri;kepercayaanmu membuatku merasa diberdayakan lebih yakin diriku sendiri;percaya buat rasa daya lebih yakin diri sendiri;trust;6
rasanya bahagia bisa menyelesaikan proyek besar di kantor dengan hasil yang memuaskan;rasanya bahagia menyelesaikan proyek besar kantor hasil memuaskan;rasa bahagia selesai proyek besar kantor hasil muas;joy;4
kadang takut kalau ternyata apa yang aku inginkan tidak sesuai sama kenyataan;kadang takut kalau ternyata apa aku inginkan sesuai sama kenyataan;kadang takut kalau nyata apa aku ingin sesuai sama nyata;fear;3
takut banget kalau suatu hari nanti aku tidak bisa mencapai apa yang aku inginkan;takut banget kalau suatu hari aku bisa mencapai apa aku inginkan;takut banget kalau suatu hari aku bisa capai apa aku ingin;fear;3
jijik lihat orang tidak cuci kaki sebelum tidur;jijik lihat orang cuci kaki tidur;jijik lihat orang cuci kaki tidur;disgust;2
mengapa tidak ada yang peduli dengan kebersihan di tempat umum ini;tidak yang peduli kebersihan tempat umum;tidak yang peduli bersih tempat umum;disgust;2
aku yakin kita bisa mewujudkan semua mimpi kita bersama;aku yakin bisa mewujudkan semua mimpi bersama;aku yakin bisa wujud semua mimpi sama;trust;6
aku tidak ngerti kenapa orang suka buang sampah sembarangan di sungai;aku ngerti orang suka buang sampah sembarangan sungai;aku ngerti orang suka buang sampah sembarang sungai;disgust;2
jijik lihat makanan yang sudah basi masih disimpan di kulkas;jijik lihat makanan sudah basi disimpan kulkas;jijik lihat makan sudah basi simpan kulkas;disgust;2
tidak sabar lihat bagaimana dia akan merespons rencana kita buat liburan;sabar lihat bagaimana akan merespons rencana buat liburan;sabar lihat bagaimana akan respons rencana buat libur;anticipation;1
kadang ngerasa aku gak layak buat dapat kasih sayang dari siapa pun;kadang ngerasa aku layak buat kasih sayang siapa;kadang ngerasa aku layak buat kasih sayang siapa;sadness;5
tidak sabar buat lihat hasil akhir dari semua kerja keras untuk keinginan ini;sabar buat lihat hasil akhir semua kerja keras keinginan;sabar buat lihat hasil akhir semua kerja keras ingin;anticipation;1
rasanya bahagia ketika melihat pemandangan indah yang tidak setiap hari bisa disaksikan;rasanya bahagia melihat pemandangan indah tidak hari disaksikan;rasa bahagia lihat pandang indah tidak hari saksi;joy;4
lihat orang pakai sikat gigi orang lain;lihat orang pakai sikat gigi orang;lihat orang pakai sikat gigi orang;disgust;2
tidak sabar mau coba hal baru besok pagi rasanya pasti seru;sabar mau coba baru besok pagi rasanya seru;sabar mau coba baru besok pagi rasa seru;anticipation;1
tidak bisa berhenti mikirin apakah keinginan ini akan tercapai;bisa berhenti mikirin keinginan akan tercapai;bisa henti mikirin ingin akan capai;anticipation;1
jijik banget lihat tempat makan yang dapurnya tidak bersih;jijik banget lihat tempat makan dapurnya bersih;jijik banget lihat tempat makan dapur bersih;disgust;2
setiap langkah yang kita ambil adalah bentuk komitmen kita;langkah ambil bentuk komitmen kita;langkah ambil bentuk komitmen kita;trust;6
gugup campur senang nunggu hasil dari kerja keras selama ini;gugup campur senang nunggu hasil kerja keras selama;gugup campur senang nunggu hasil kerja keras lama;anticipation;1
dunia yang kejam ini bikin aku ragu untuk percaya pada masa depan yang lebih baik;dunia kejam membuat aku ragu percaya masa depan lebih baik;dunia kejam buat aku ragu percaya masa depan lebih baik;sadness;5
marah banget karena tokoh favoritku tibatiba hilang tanpa penjelasan;marah banget tokoh favoritku tibatiba hilang penjelasan;marah banget tokoh favorit tibatiba hilang jelas;anger;0
