Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Suasana Hati Anda (1-5),Ceritakan Hari Anda Hari Ini
6,4,3,1,"badan oke tapi hati hancur, ga tau kenapa juga"
3,4,5,3,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
9,5,5,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
8,1,1,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
6,4,5,1,nangis di kamar mandi karena udah gak tahan stressnya
8,4,3,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
10,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
10,2,2,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
5,2,2,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
3,5,5,3,"susah fokus banget, pikiran lari kemana-mana terus"
9,2,1,3,"mood on fire dari pagi, semua kerasa ringan"
7,1,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
6,5,5,1,"hari ini berat banget, ngerasa down dari pagi"
4,5,4,3,"biasa aja, nothing special, just another day"
2,1,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
9,3,4,3,lelah ngejar semuanya tapi kayak ga pernah sampe
5,3,4,3,"ya gini-gini aja, standar banget hari ini mah"
11,3,4,3,"pikiran gelap dateng lagi, susah diusir pergi"
6,3,4,2,"pikiran gelap dateng lagi, susah diusir pergi"
5,1,2,5,"happy banget hari ini, banyak hal baik terjadi"
12,3,3,3,"down parah hari ini, semangat nol besar"
8,4,5,3,"susah fokus banget, pikiran lari kemana-mana terus"
8,5,4,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,3,3,4,"fine-fine aja sih, cuma capek biasa yang wajar"
8,5,5,2,"anxious dari pagi, banyak hal yang bikin khawatir"
5,1,1,4,"pikiran jernih banget hari ini, bisa fokus full"
4,2,1,4,"hari ini so-so aja, antara males dan mau usaha"
5,2,3,4,"pulang lebih awal, sempet me time yang udah lama kangen"
6,4,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
8,5,4,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
6,2,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
11,4,5,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
6,4,4,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,1,2,3,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
10,3,4,1,"burnout parah, udah gak sanggup lagi kayaknya"
8,4,4,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,1,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
4,1,2,5,finally kelar juga projek yang udah molor berminggu-minggu
7,3,4,4,"ngerjain kewajiban, setelah itu ya sudah lah"
10,4,4,2,"lumayan lah, ada naik turunnya tapi masih oke"
8,2,1,3,finally kelar juga projek yang udah molor berminggu-minggu
6,3,3,2,"fine-fine aja sih, cuma capek biasa yang wajar"
9,3,3,1,"capek banget, tugas numpuk kayak ga ada habisnya"
4,3,3,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
6,4,4,3,"exhausted total, jalan aja udah kayak zombie"
3,2,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
9,5,4,2,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
3,3,4,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
7,3,4,3,"ya gini-gini aja, standar banget hari ini mah"
7,4,3,3,"exhausted total, jalan aja udah kayak zombie"
7,2,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
8,4,3,4,ngerasa punya achievement kecil tapi berarti banget buat aku
5,4,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,5,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
6,1,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
8,1,1,3,belajar hal baru hari ini dan rasanya nagih banget
5,5,5,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
8,1,1,3,"hari ini penuh tawa, lupa sama capek dan penat"
9,2,3,3,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
4,4,4,2,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
7,4,5,3,overthinking dikit tapi masih bisa dikendaliin untungnya
4,5,5,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
11,4,3,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
8,3,4,3,"down parah hari ini, semangat nol besar"
8,2,3,1,"badan oke tapi hati hancur, ga tau kenapa juga"
7,5,5,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
9,5,4,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
4,3,4,1,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
2,4,3,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,3,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
5,5,4,3,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
8,3,4,3,"down parah hari ini, semangat nol besar"
8,2,1,5,pagi tadi olahraga dulu jadinya badan enak banget
4,5,5,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,5,5,1,"tugas segunung, waktu secuil, otak udah mati duluan"
7,2,3,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
5,2,3,4,"mood on fire dari pagi, semua kerasa ringan"
6,5,5,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
10,2,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
2,5,5,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
6,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
9,4,3,5,"hari ini berasa ringan banget, kayak abis lepas beban"
3,2,1,5,seneng bgt dapet nilai bagus pas ujian tadi
5,1,2,5,ngerasa punya achievement kecil tapi berarti banget buat aku
2,1,2,5,seneng bgt dapet nilai bagus pas ujian tadi
8,1,1,3,cuaca cerah bikin hati ikutan happy ga keruan
10,4,4,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
9,5,5,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
10,2,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
5,3,2,5,tugas beres tapi gak ngerasa puas atau kecewa
5,1,1,5,ngerasa punya achievement kecil tapi berarti banget buat aku
8,3,2,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
5,3,4,3,ngerasa punya achievement kecil tapi berarti banget buat aku
8,2,3,2,"exhausted total, jalan aja udah kayak zombie"
5,4,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
6,3,3,1,"half-half hari ini, sebagian menyenangkan sebagian meh"
9,5,4,3,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
8,5,5,2,"semua hal kerasa berat dan susah hari ini, capek"
6,2,2,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
7,4,4,1,"exhausted total, jalan aja udah kayak zombie"
4,5,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
9,2,1,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
6,4,4,2,"burnout parah, udah gak sanggup lagi kayaknya"
9,3,4,3,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
10,1,2,4,semangat banget ngerjain tugas karena topiknya menarik bgt
7,4,5,3,tugas beres tapi gak ngerasa puas atau kecewa
5,2,1,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
9,1,1,4,"pikiran jernih banget hari ini, bisa fokus full"
2,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
4,2,2,5,"pikiran jernih banget hari ini, bisa fokus full"
8,3,2,4,"fine-fine aja sih, cuma capek biasa yang wajar"
6,2,3,5,excited karena dapet kesempatan baru yang udah lama ditunggu
10,5,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
9,5,5,1,"susah fokus banget, pikiran lari kemana-mana terus"
2,5,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
1,4,5,2,"gak tau mau bilang apa, rasanya ya begitulah"
7,4,4,2,"burnout parah, udah gak sanggup lagi kayaknya"
9,1,1,5,"mood on fire dari pagi, semua kerasa ringan"
1,5,4,1,pengen balik ke kasur dan ga keluar selamanya rasanya
6,2,2,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
7,4,3,3,"susah fokus banget, pikiran lari kemana-mana terus"
5,3,4,3,"gak ada yang aneh, ngalir aja kayak biasa"
8,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
7,1,1,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
6,1,1,5,pagi tadi olahraga dulu jadinya badan enak banget
6,5,5,2,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
8,5,5,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
8,3,2,1,nangis di kamar mandi karena udah gak tahan stressnya
6,5,4,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
8,5,5,1,"down parah hari ini, semangat nol besar"
1,2,2,2,"emotional banget hari ini, gampang baper sama hal kecil"
9,3,4,2,lelah ngejar semuanya tapi kayak ga pernah sampe
8,4,5,3,"ya gini-gini aja, standar banget hari ini mah"
9,2,3,1,"tugas segunung, waktu secuil, otak udah mati duluan"
9,2,2,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
4,3,3,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
7,2,1,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
7,2,1,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
7,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
10,4,3,2,"bad day banget, hampir nangis beberapa kali hari ini"
6,5,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
7,3,4,3,"badan oke pikiran oke, tapi gak ada spark gitu"
7,3,2,2,"ya jalani aja, toh besok juga bakal ada hari baru"
4,4,3,3,pengen kabur dari semua tanggung jawab ini sesaat aja
4,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
5,2,2,4,"happy banget hari ini, banyak hal baik terjadi"
7,3,3,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
3,3,3,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
7,3,3,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
7,5,4,2,"emotional banget hari ini, gampang baper sama hal kecil"
10,4,5,2,"exhausted total, jalan aja udah kayak zombie"
6,5,5,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
5,3,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
6,2,1,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
8,2,1,3,"hari ini penuh tawa, lupa sama capek dan penat"
2,4,5,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
6,2,1,4,"happy banget hari ini, banyak hal baik terjadi"
2,3,3,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,2,3,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
5,3,3,1,"pikiran gelap dateng lagi, susah diusir pergi"
5,1,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
11,4,4,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
5,5,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
3,2,3,3,"hari ini drama banget, banyak hal yang salah semua"
5,2,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
8,4,3,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
5,2,3,5,seneng bgt dapet nilai bagus pas ujian tadi
6,3,3,3,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
4,3,3,5,"mood on fire dari pagi, semua kerasa ringan"
6,1,1,3,alhamdulillah hari ini lancar banget ga ada hambatan
6,1,2,3,"lunch enak, cuaca oke, tugas beres — hari sempurna"
4,1,2,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
10,2,1,5,"hari ini seger banget, semua tugas kelar on time"
4,2,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
3,2,2,5,"hari ini penuh tawa, lupa sama capek dan penat"
3,3,4,5,"gak ada yang aneh, ngalir aja kayak biasa"
7,3,3,1,"badan oke pikiran oke, tapi gak ada spark gitu"
10,4,5,3,hari ini terasa panjang tapi ya udah dijalanin aja
7,3,4,2,"exhausted total, jalan aja udah kayak zombie"
5,3,4,2,"gak tau mau bilang apa, rasanya ya begitulah"
2,3,4,4,"gak ada komplain sih sebenernya, tapi gak excited juga"
5,4,5,3,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
7,1,1,4,finally kelar juga projek yang udah molor berminggu-minggu
7,4,5,3,"semua hal kerasa berat dan susah hari ini, capek"
8,1,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
8,4,4,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,2,3,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,5,5,3,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
7,4,5,1,"susah fokus banget, pikiran lari kemana-mana terus"
8,5,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
8,3,4,5,"badan oke pikiran oke, tapi gak ada spark gitu"
5,4,4,1,"hari ini drama banget, banyak hal yang salah semua"
12,3,2,3,"hari ini seger banget, semua tugas kelar on time"
9,5,5,2,"burnout parah, udah gak sanggup lagi kayaknya"
4,3,4,3,seneng bgt dapet nilai bagus pas ujian tadi
5,1,2,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
9,1,2,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
3,3,3,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
1,4,3,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,2,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
5,3,3,3,"ya jalani aja, toh besok juga bakal ada hari baru"
6,1,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
7,5,4,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
6,5,4,3,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
7,1,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
9,2,3,3,"ya gini-gini aja, standar banget hari ini mah"
7,2,2,5,cuaca cerah bikin hati ikutan happy ga keruan
5,5,4,3,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
9,5,5,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
9,3,2,4,"kadang bosen kadang oke, selang-seling gitu rasanya"
8,3,3,3,"biasa aja, nothing special, just another day"
10,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,3,3,2,"cukup lah hari ini, tidak lebih tidak kurang"
10,1,2,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
8,5,5,2,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
11,5,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
5,2,2,4,"ngikutin jadwal aja, autopilot mode sepanjang hari"
4,5,4,1,"anxious dari pagi, banyak hal yang bikin khawatir"
4,1,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
10,3,2,3,"hari ini biasa aja sih, gak ada yang spesial"
5,5,5,3,"stress parah, deadline mepet semua barengan nyerang"
6,5,5,2,"susah fokus banget, pikiran lari kemana-mana terus"
4,2,1,5,"hari ini chill tapi tetep produktif, perfect combo"
5,2,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
5,4,3,3,"hari ini so-so aja, antara males dan mau usaha"
7,5,5,2,"burnout parah, udah gak sanggup lagi kayaknya"
3,2,3,2,lelah ngejar semuanya tapi kayak ga pernah sampe
3,3,3,3,tugas beres tapi gak ngerasa puas atau kecewa
3,5,4,3,"emotional banget hari ini, gampang baper sama hal kecil"
11,5,4,2,"stress parah, deadline mepet semua barengan nyerang"
8,2,2,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
8,1,1,5,belajar hal baru hari ini dan rasanya nagih banget
8,5,5,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
7,2,1,4,"hari ini chill tapi tetep produktif, perfect combo"
11,3,4,3,"hari ini biasa aja sih, gak ada yang spesial"
6,4,5,3,pengen balik ke kasur dan ga keluar selamanya rasanya
6,1,2,3,excited karena dapet kesempatan baru yang udah lama ditunggu
9,1,1,4,pagi tadi olahraga dulu jadinya badan enak banget
7,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
5,5,5,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
5,3,3,4,"ngerjain kewajiban, setelah itu ya sudah lah"
9,3,4,3,"biasa aja, nothing special, just another day"
8,5,4,3,"hari ini drama banget, banyak hal yang salah semua"
5,5,5,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
7,2,3,5,"hari ini seger banget, semua tugas kelar on time"
9,2,3,4,belajar hal baru hari ini dan rasanya nagih banget
1,2,3,4,cuaca cerah bikin hati ikutan happy ga keruan
1,3,3,4,"hari ini biasa aja sih, gak ada yang spesial"
9,4,4,4,"happy banget hari ini, banyak hal baik terjadi"
7,3,3,4,cuaca cerah bikin hati ikutan happy ga keruan
7,1,1,5,seneng bgt dapet nilai bagus pas ujian tadi
2,4,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
9,3,4,3,"ngikutin jadwal aja, autopilot mode sepanjang hari"
6,3,2,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
10,4,5,2,"down parah hari ini, semangat nol besar"
10,3,3,3,"gak ada yang aneh, ngalir aja kayak biasa"
6,5,4,2,"hari ini berat banget, ngerasa down dari pagi"
4,3,2,2,"badan oke tapi hati hancur, ga tau kenapa juga"
7,4,5,2,nangis di kamar mandi karena udah gak tahan stressnya
7,1,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
5,2,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
6,1,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
7,4,5,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
9,5,4,3,"cape hati, bukan cape badan — itu yang paling melelahkan"
9,4,3,3,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
10,3,3,3,"ya jalani aja, toh besok juga bakal ada hari baru"
9,3,3,3,"ya gini-gini aja, standar banget hari ini mah"
4,5,5,2,pengen kabur dari semua tanggung jawab ini sesaat aja
5,2,2,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
12,5,5,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
9,1,2,4,finally kelar juga projek yang udah molor berminggu-minggu
11,1,2,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
3,2,3,1,"gak ada yang aneh, ngalir aja kayak biasa"
7,4,3,5,"pikiran jernih banget hari ini, bisa fokus full"
10,4,5,1,"emotional banget hari ini, gampang baper sama hal kecil"
5,3,4,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
5,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
6,5,4,1,"down parah hari ini, semangat nol besar"
6,4,3,3,"capek banget, tugas numpuk kayak ga ada habisnya"
8,4,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
8,4,5,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
6,1,2,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
7,1,1,4,finally kelar juga projek yang udah molor berminggu-minggu
3,5,5,2,"hari ini berat banget, ngerasa down dari pagi"
8,1,2,5,"pulang lebih awal, sempet me time yang udah lama kangen"
9,4,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
9,3,2,5,cuaca cerah bikin hati ikutan happy ga keruan
3,4,5,3,"ngerjain kewajiban, setelah itu ya sudah lah"
5,1,1,3,"happy banget hari ini, banyak hal baik terjadi"
5,1,2,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
5,2,2,5,seneng bgt dapet nilai bagus pas ujian tadi
9,4,4,1,"exhausted total, jalan aja udah kayak zombie"
6,3,2,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
8,5,4,3,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
6,3,3,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
7,3,3,3,nangis di kamar mandi karena udah gak tahan stressnya
8,4,4,2,"down parah hari ini, semangat nol besar"
12,3,4,5,"hari ini seger banget, semua tugas kelar on time"
8,3,2,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
11,2,3,1,"hari ini berat banget, ngerasa down dari pagi"
8,5,4,3,"hari ini drama banget, banyak hal yang salah semua"
8,3,3,3,"exhausted total, jalan aja udah kayak zombie"
3,4,4,3,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
5,4,3,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,4,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
6,4,3,3,lelah ngejar semuanya tapi kayak ga pernah sampe
10,5,4,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
9,1,2,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
7,3,3,2,"hari ini berat banget, ngerasa down dari pagi"
6,4,4,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
5,4,3,3,"hari ini berat banget, ngerasa down dari pagi"
5,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
8,4,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
6,2,3,3,"fine-fine aja sih, cuma capek biasa yang wajar"
